sample_ML6	sample_ML7	sample_ML8	sample_ML9	sample_HFS211	sample_HFS212	sample_HFS213	sample_HFS214
LOC129405456	0	0	0	0	0	0	0	0
LOC129405457	0	0	0	0	0	0	0	0
LOC129405458	0	0	0	0	0	0	0	0
LOC129405460	0	0	0	0	0	0	0	0
LOC129405461	0	0	0	0	0	0	0	0
LOC129405462	0	0	0	0	0	0	0	0
LOC129405463	21.9725	22.4062	7.83428	17.2241	9.09813	138.265	11.8794	55.4049
LOC129405464	0	0	0	0	0	0	0	0
LOC129405465	0	0	0	0	0	0	0	0
LOC129405466	0	0	0	0	0	0	0	0
LOC129405467	0	0	0	0	0	0	0	0
LOC129405468	0	0	0	0	0	0	0	0
LOC129405470	0	0	0	0	0	0	0	0
LOC129405471	0	0	0	0	0	0	0	0
LOC129405473	52.8234	107.741	30.4049	61.0476	25.0161	58.0543	46.8971	28.8388
LOC129405474	0	0	0	0	0	0	0	0
LOC129405476	0	0	0	0	0	0	0	0
LOC129405495	0	0	0	0	0	0	0	1.31741
LOC129405496	0.140485	0.291881	0.0987316	0.1468	0.126926	0.101144	0.0583505	0.171602
LOC129405498	0	0	0	0	0	0	0	0
LOC129405499	0.262786	2.35149	1.53759	0.330319	11.2597	66.7113	16.4467	85.422
LOC129405501	0	0	0	0	0	0	0	0
LOC129405502	0	0	0	0	0.216031	0	0.50552	0.187434
LOC129405503	1.65155	1.28717	0.112485	0	0.701371	1.6635	1.08887	3.67986
LOC129405505	3.603	4.358113	2.90934	4.040397	1.914967	3.014866	1.801395	2.428505
LOC129405508	68.8232	116.843	80.3518	110.797	55.4449	33.2324	52.4907	44.8158
LOC129405510	0	0	0	0	0	0	0	0.190637
LOC129405511	0	0	0	0	0	0	0	0
LOC129405515	0	0	0	0	0	0	0	0
LOC129405516	4.3105	5.93244	2.81391	4.91393	2.75598	3.30612	3.07481	2.53857
LOC129405517	13.1987	15.9024	8.45842	14.6354	11.0521	11.6266	8.59263	15.8232
LOC129405518	19.023191	26.73482	18.106516	18.469676	20.632984	32.171531	17.54336	29.164376
LOC129405520	0	0	0	0.00425283	0	0	0	0
LOC129405522	2.54017	2.34263	1.58158	2.02545	2.88284	2.60703	1.32516	1.17758
LOC129405525	11.9184	11.7804	6.75833	7.33723	6.73891	7.16601	5.78763	6.92567
LOC129405528	45.18272	56.53755	50.44141	49.42926	77.65535	69.71867	72.68882	63.786497
LOC129405529	737.006	758.103	529.766	653.422	1107.34	732.257	973.991	605.054
LOC129405530	0.840074	1.4118	0.797246	1.55392	0.732703	0.766759	0.212707	0.960863
LOC129405531	0.195314	0.379687	0.096206	0.0996668	0.247567	0.199623	0.57781	0
LOC129405532	0.884042	1.29929	0.509121	1.45444	0.430671	0.430198	0.632878	0.249904
LOC129405537	0	0.988041	0	0.977053	1.20457	1.59949	0.929381	1.70982
LOC129405538	0.185801	0.720607	0.1625	0.388237	0.182792	0.374593	0.100051	0.264826
LOC129405540	0	0	0	0	0.688754	1.07858	2.07543	0
LOC129405544	0.0911867	0.270888	0.179644	0.186489	0.462247	0.0930895	0.538739	0.0995695
LOC129405545	0	0	0	0.320659	0	0.630768	0	0.675543
LOC129405546	102.161	105.449	77.607	79.669	205.039	195.781	120.773	176.233
LOC129405547	0.27635600152801	0.246894	0.0933247	0.22017700260185	0.040627400387164	0.16181400330163	0.093546800185679	0
LOC129405548	2.098483	2.738401	2.235118	3.561069	2.026966	1.219355	1.918871	1.695497
LOC129405549	0.343676	0.531725	0.166948	0.269337	0	0.500747	0.844638	0.478473
LOC129405550	0.348608	0.766216	0.937574	0.727846	0.52918	1.54694	1.55522	1.26802
LOC129405551	30.2513	43.4424	20.1535	86.1679	39.7055	59.3842	105.178	36.9307
LOC129405552	0.650682	0.211907	0.642636	0.860153	0.812234	0.43801	0.421442	0.234667
LOC129405554	14.1621	15.5658	8.10259	8.92212	8.8357	13.0226	8.99177	13.2299
LOC129405556	0.356084	0.553306	0.490899	0.219794	0.270615	0.0724421	0.139623	0.201839
LOC129405557	0	0.995863	0.237729	0	0.557281	0.296324	0.902028	0.892898
LOC129405558	0.485921	1.14771	0	1.17876	0	1.0894	1.24449	0.709873
LOC129405559	0	0.0770773	0	0	0	0	0.077332	0
LOC129405560	0.0124927	0	0	0	0	0.0503002	0.060435	0
LOC129405562	17.9568	35.4789	16.2016	12.7703	12.7136	14.7064	11.6781	16.7157
LOC129405565	0.947458	1.39403	1.87487	1.35378	0.536863	0.42342	2.03946	0
LOC129405567	6.58003	13.0566	6.02742	11.2043	3.49486	7.20855	3.22141	3.87646
LOC129405571	0.605451	0.592352	0.456733	0.589553	0.155822	0.244226	0	0
LOC129405572	0.151481	0.136956	0.0992451	0.133285	0.0902575	0.146228	0.238925	0.350836116174
LOC129405573	0.99857	5.27503	1.67027	2.21419	0.305618	1.19428	0.542042	1.81671
LOC129405580	0	0	0	0	0.536863	0	0	0
LOC129405582	0	0.17685	0	0	0	1.10534	0	0
LOC129405583	0	0	0	0	0	0.182757	0	0
LOC129405584	3.46058	4.30345	2.87558	5.22385	2.98418	1.69021	2.57473	2.17216
LOC129405585	0.637822	1.28146	0.401192	0.723801	1.0877	0.509384	1.98807	0.314025
LOC129405586	0	0	0	0	0	0	0	0
LOC129405589	0	0	0	0	0	0	0	0
LOC129405591	0	0	0	0	0	0	0	0
LOC129405593	16.0851	29.7601	10.3342	33.4349	16.2044	24.8006	7.29201	18.0691
LOC129405594	0.903072	1.67252	0.535542	1.39209	0.787693	0.93709	0.924883	0.604759
LOC129405596	0	0	0	0	0	0	0.0638749	0.0706883
LOC129405597	0.114788	0	0.22623	0.233174	0.145598	0	0	0.126129
LOC129405598	0	0	0	0	0	0	0	0
LOC129405600	1.351562	0.96634	1.287368	1.016254	0.6255067	2.55465	0.301994	1.236138
LOC129405601	3.68163	4.84537	1.18902	3.8844	1.78214	3.875	3.05741	1.47872
LOC129405607	0.275511	0.536478	0	0.277933	0.349392	0.565614	0.409675	0
LOC129405611	2.41523	2.35184	1.12063	1.28826	3.2424	6.41461	4.50422	2.81594
LOC129405612	0	0	0	0.141887	0	0	0	0
LOC129405613	1.77341	2.65468	1.65486	2.13957	0.93433	0.546335	1.17481	0.361557
LOC129405614	0.377086	0.365731	0.325239	0.245259	0.328443	0.309994	0.526621	0.202652
LOC129405615	0	0	0	0.113485	0	0	0	0
LOC129405616	0.179433	0	0	0.178774	4.29755	11.3309	6.35484	9.02429
LOC129405617	8.71405	14.2387	3.28244	8.74414	3.36081	2.65822	4.76001	1.21887
LOC129405618	0.426748	0.237311	0.3609376	1.13242	1.46675	1.05228	0.834736	0.5288874
LOC129405620	11.5738	12.8451	5.47877	14.887	13.6826	13.6189	26.9047	11.7318
LOC129405621	3.257221737984	10.448038331	6.38917	9.054399	3.91779700499765	9.977304	7.185131	11.4180485
LOC129405622	8.747867451	18.3120759	9.176461	12.509694	5.8407622	9.4267715	7.044869	7.949504
LOC129405623	5.80911	2.64771	2.73772	2.46032	4.71397	3.31814	2.55693	8.0946
LOC129405626	0.738211	1.61924	0.364077	0.367272	1.16216	0.938011	0.543802	1.00785
LOC129405627	0.286662	0.210735277704484	0.219041	0.141284	0.662014	0.532299	1.253844	0.884845
LOC129405631	1.06095	1.33206	1.62952	1.90296	0.832852	2.3572	1.78934	7.13015
LOC129405632	0.239465	1.02363000461239	0	0.368995	0	1.33815283017	1.4626	1.80692
LOC129405633	1.716358	1.965595	1.93048	1.743651	2.285683	2.403206	0.708726	0.8517332
LOC129405636	0.467369	0.239567	0.0638819	0.461892	0.32021	0.0873065	0.243887	0.156936
LOC129405637	1.38809	0	0	2.63781	4.04683	0	0	2.23678
LOC129405638	0	0	0	0	0	0	0	0.0536458
LOC129405640	0	0	0	0	1.58954	5.74407	6.62763	3.47786
LOC129405642	0.416739	1.2569373	0.495302	0.646463	0.0584267	0.514964	0.331095	0.253458
LOC129405643	1.6791	3.64496	1.55096	3.33008	1.36592	2.50599	1.86981	1.91579
LOC129405644	0	0	0.663926	3.61887	0	0	3.51212	7.94682
LOC129405645	24.703	32.7537	5.99949	3.92721	8.09998	6.63098	10.9481	0
LOC129405649	3.81217	3.12847	1.41398	2.59722	4.60052	3.93762	4.41411	4.93431
LOC129405650	0	0	0	0	0	0	0	0
LOC129405651	0	0	0	0	0	0	0	0
LOC129405652	0.931845	1.53789	0.445499	0.929603	2.640346	0.583358	1.53232	0.983216
LOC129405657	5.4483	11.0134	5.78312	5.76917	3.61261	5.13167	5.39675	3.81479
LOC129405658	0	0	0	0	0	0	0	0
LOC129405660	6.9886	5.92846	5.57279	14.1183	4.00919	10.0466	6.35082	0.316142
LOC129405661	0.815579	1.35122	0.864605	0.787555	0.158869	0.327628	0.319533	0.501373
LOC129405663	0	0	0	0	0	0	0	0
LOC129405664	0	0.13269	0	0	0	0.139884	0	0
LOC129405665	0	0	0	0	0	0	0	0
LOC129405666	0	5.75291	2.02	1.59038	1.91128	1.82224000268461	5.92899	4.62154
LOC129405668	1.35063	10.6543	2.64404	5.44993	3.67403	4.42384	8.35683	2.12104
LOC129405669	14.9768	12.5197	8.91561	14.2385	7.703	8.26314	6.71886	7.77905
LOC129405670	0	0	0	0	0	0	0	0
LOC129405671	0	0	0	0	0	0	0	0
LOC129405672	1.241053	0.687749	0.418064	0.291215	1.326612	0.287882	0.138712	0.153574
LOC129405673	0	0	0	0	0	0	0	0
LOC129405674	0	0	0	0	0	0	0	0
LOC129405677	0	0	0	0.0583776	0	0	0	0
LOC129405678	0	0	0	0	0	0	0	0
LOC129405679	0	0.849982	0	0	0	0	0	0
LOC129405680	2.60008	4.36919	1.67411	3.16512	0	0.382246	0	1.19536
LOC129405681	10.5425	23.4394	0	8.11142	23.3724	10.7813	13.0111	22.6184
LOC129405683	0	0	0	0	0	0	0	0
LOC129405684	0	0	0	0	0	0.586547	0	0
LOC129405685	0	0	0	0	0	0	0	0
LOC129405686	0	0	0	0	0	0	0	0
LOC129405687	3.00494	6.31709	4.24504	5.34553	0	1.94647	0.375142	0.835698
LOC129405691	0	0	0	0	0	0	0	0
LOC129405692	0	0	0	0	0	0	0	0
LOC129405693	0	0	0	0	0	0	0	0
LOC129405694	0	0	0	0	0	0	0	0
LOC129405696	0	0	0	0	0	0	0	0
LOC129405697	0	0.73591	0.143552	0.977192	1.84289	0	0	0
LOC129405698	0.0804327	0.136974	0.104221	0.0288509	0.0663475	0.462592	0.0495133	0.110114
LOC129405699	0.47872	0.620098	0.254327	0.787553	0.275815	0.433304	0.365782	0.454411
LOC129405700	0.129849	0.277242	0.238831	0.241098	0.0383924	0.205721	0.0878883	0.131884
LOC129405701	0	0	0	0	0.114959	0	0	0
LOC129405702	0.204321	0.111613	0.159421	0.0761204	0.167185	0.0834384	0.0403593	0.112138
LOC129405703	0	0.0368642	0.0753347	0	0.0897111	0	0.0367893	0.0424124
LOC129405704	0.172136	0.291433	0.0759033	0.197704	0.0316145	0.177009	0.106167	0.273237
LOC129405705	0	0	0	0	0	0	0	0
LOC129405706	53.7458	43.36874	35.35133	45.44661	59.563	44.75619	40.9541	55.72087
LOC129405707	0	0	0	0	0	0	0	0
LOC129405708	2.36822	23.9126	4.11203	2.89343	743.691	402.822	924.198	1173.74
LOC129405711	0	0	0	0	0	0	0	0
LOC129405712	0	0	0	0	0	0	0	0
LOC129405713	0	0	0	0	0	0	0	0
LOC129405715	0	0	0	0	0	0	0	0
LOC129405716	0	0	0	0	0	0	0	0
LOC129405718	0	0	0	0	0	0	0	0.294344
LOC129405719	0	0	0	0	0	0	0	0
LOC129405720	0	0	0	0	0	0	0	0
LOC129405721	0	0	0	0	0	0	0	0
LOC129405722	0	0	0	0	0	0	0	0
LOC129405723	0	0	0	0	0	0	0	0
LOC129405724	57.4135	0.744857	76.5753	61.2013	0	0.345201	3.20443	1.53743
LOC129405725	0	0	0	0	0	0	0	0
LOC129405727	4.4401	7.34066	4.75239	6.96576	1.262956	2.743985	2.113756	2.347324
LOC129405728	0	0	0	0	0.142615	0	0	0
LOC129405729	0	0	0	0	0	0	0	0
LOC129405730	0	0	0	0	0	0	0	0
LOC129405731	0.338267	0.398226	0.0666157	0.487718	0.342733	0.756507	0.3313279	0.293391
LOC129405732	0.0743066	0.288685	0.14635	0.305487	0	0.680644	0.072891	0.242169
LOC129405733	0	0	0	0	0.281521	0	0	0
LOC129405734	0	0	0	0	0	0	0	0
LOC129405735	0	0	0	0	0	0	0	0
LOC129405736	0	0	0	0	0	0	0	0
LOC129405737	0	0	0	0	0	0	0	0
LOC129405738	0	0	0	0	0	0	0	0
LOC129405739	0	0	0	0	0	0	0	0
LOC129405740	0	0	0	0	0	0	0	0
LOC129405741	0	0	0	0	0	0	0	0
LOC129405743	0	0	0	0	0	0	0	0
LOC129405744	0	0	0	0	0	0	0	0
LOC129405746	0.635135	0.744222	0.38412169725	0.7645037978	0.5553066785	0.834297	0.927454	0.865966
LOC129405747	3.63445	4.0734	2.21208	0.545061	60.419	97.7021	101.024	73.588
LOC129405748	0	0.305668	0.579349	0	3.55387	9.38089	9.60612	5.49788
LOC129405749	0	0	0	0	8.98843	10.2756	10.3056	7.88437
LOC129405750	0	0	0	0	0	0	0	0
LOC129405751	4.62213	13.863	9.01	11.5262	12.5473	21.3099	8.2423	3.73561
LOC129405754	0	0	0	0	0	0	0	0
LOC129405755	0	0	0	0	0	0	0	0
LOC129405756	0	0	0	0	0	0	0	0
LOC129405757	55.0184	118.474	78.4395	66.1864	49.6128	78.601	92.3776	54.9101
LOC129405759	0.626511	0.654767	0.474391	0.399419	0	0.341744	0.563994	0.207777
LOC129405760	2.12046	2.75514	1.16258	2.31637	1.17044	0.46987	0.906904	0.754631
LOC129405761	0	0	0	0	0	0	0	0
LOC129405762	2.3035	3.8192	1.5926	2.26574	2.57741	3.68835	3.32925	3.21021
LOC129405763	63.168	65.5862	32.0227	64.7512	86.7253	62.9604	50.2716	29.9266
LOC129405764	0	0	0	0	0	0	0	0
LOC129405765	349.142	444.404	282.222	382.089	457.56	310.425	374.367	231.229
LOC129405767	0	0	0	0	0	0	0	0
LOC129405768	4.32084	5.7281	2.49024700378396	5.53627	8.42433	1.408848	8.892206	2.79094
LOC129405769	0	0	0	0	0	0	0	0
LOC129405770	0	0	0	0	0	0	0	0
LOC129405771	1.82751	6.71817	10.0733	3.5239	0	11.0832	5.52944	6.05798
LOC129405773	57.5846	186.779	69.9208	83.6343	24.6505	39.9392	19.0804	40.2819
LOC129405774	1.615405	6.813337	0.777275	3.58606	0.166678	1.75304	3.28352	1.633536
LOC129405775	0	0	0	0	0	0	0	0
LOC129405776	0	0	0	0	0	0	0	0
LOC129405777	0	0	0	0	0	0	0	0
LOC129405778	0	0.110779	0	0.0632249	0	0	0.0525166	0.127888
LOC129405780	1.07903	2.59985	0.719361	1.95522	0.704711	1.51258	1.11686	1.19572
LOC129405781	0	0	0	0	0	0	0	0
LOC129405782	1.23609	2.18804	0.325008	1.29357	0.519673	0.465957	0.701669	1.00674
LOC129405783	0	0	0	0	0	0	0	0
LOC129405784	0	0	0	0	0	0	0	0
LOC129405785	1.30719	1.93509	0.698827	1.80955	0.827328	1.27263	1.10024	1.15516
LOC129405787	1.08415	3.27496	1.49412	3.60774	0.812279	1.66224	1.16649	2.74366
LOC129405788	0	0	0	0	0	0	0	0
LOC129405789	0	0	0	0	0	0	0	0
LOC129405791	0	0	0	0	0	0	0	0
LOC129405792	0	0	0	0	0	0	0	0
LOC129405793	0	0	0	0.809066	0	0	0	0
LOC129405794	0	3.92142	0	2.09778	0	0	0	0.182692
LOC129405797	0.19606	0	0	0.100036	0	0	0.643021	0
LOC129405799	13.7067	26.0601	10.6341	12.8691	6.76071	13.6132	9.96287	15.3167
LOC129405800	0	0	0	0	0	0	0	0
LOC129405801	0.206538	0.201541	1.01971	0	0	0	0	0
LOC129405804	1.29408	1.9404	2.92766	1.58363	0	1.60067	0.302371	2.48784
LOC129405805	8.03024	10.3785	6.92731	8.97189	0	0	0	0
LOC129405806	0	0	0	0	0	0	0	0
LOC129405807	0.274812	0	0	0	0	0	0	0
LOC129405808	0	0	0	0	0	0	0	0
LOC129405809	29.5653	50.6474	26.3229	45.0386	28.5216	29.4399	32.6107	25.694
LOC129405812	67.2612	154.5008	37.9314	107.8078	72.7564	78.7672	42.736	79.0676
LOC129405814	0	0	0	0	0	0	0	0
LOC129405815	0	0	0	0	0	0	0	0
LOC129405817	14.581	54.3777	2.24704	5.36119	3.03158	6.20365	0	0
LOC129405818	100.964	34.1818	138.713	84.1784	66228.5	46453	80796.5	47779.1
LOC129405819	0	0.802853	0	0.781093	0	0	0	0
LOC129405820	0	0	0	0	0	0	0	0
LOC129405821	4.08622	27.9529	3.90521	2.2575	765.984	429.858	1514.56	1314.52
LOC129405822	0.613832	0	0	0	0	0	0	0
LOC129405824	0.652382	1.91258	0.323344	0.947651	0	0	0.301496	0
LOC129405825	0	0	0	0	0	0	0	0
LOC129405826	0.481188	0.80002	0.378867	0.476502	0.281346	0.368689	0.247338	0.344116
LOC129405827	2.3692	3.02842	1.0299	1.99423	2.41742	4.63684	5.8987	1.89382
LOC129405828	0	0.107947	0	0	0	0.113721	0	0
LOC129405829	0.534173	0.898177	0.385518	0.481456	0.630882	0.215964	0.727277	0.879493
LOC129405830	0.573087	0.334477	0	0.11642	0.581524	0.117484	0.113352	0.125935
LOC129405831	8.59076	1.63948	0.494858	41.6463	0	24.0587	54.9404	15.289
LOC129405832	8.89228	9.91301	4.49729	4.94253	0.898808	1.61606	1.05846	2.0357
LOC129405834	0	0	0	0	0	0	0	0
LOC129405837	0	0	0	0	0	0	0	0
LOC129405838	0	0	0	0	0	0	0	0
LOC129405842	0	0	0	0	0	0	0	0
LOC129405843	11.052622	30.06997	17.24618	17.1239	20.44669	18.0867	27.9388	12.6912
LOC129405845	0	0	0	0	0	0	0	0
LOC129405846	0	0	0	0	0	0	0	0
LOC129405847	0	0	0	0	0	0	0	0
LOC129405851	0	0	0	0	0	0	0	0
LOC129405852	0	0	0	0	0	0	0	0
LOC129405853	0	0	0	0	0	0	0	0
LOC129405854	0	0	0	0	0	0	0	0
LOC129405855	0	0	0	0	0	0	0	0
LOC129405856	0	0	0	0	0	0	0	0
LOC129405857	0	0	0	0	0	0	0	0
LOC129405859	0	0	0	0	0	0	0	0
LOC129405860	0	0	0.0311969	0	0	0	0	0
LOC129405861	0	0	0	0	0	0	0	0
LOC129405862	0	0	0.0311969	0	0	0	0	0
LOC129405863	0	0	0	0	0	0	0	0
LOC129405864	0	0	0	0	0	0	0	0
LOC129405865	0	0	0	0	0	0	0	0
LOC129405866	0	0	0	0	0	0	0	0
LOC129405867	0	0	0	0	0	0	0	0
LOC129405868	0	0	0	0	0	0	0	0
LOC129405869	0	0	0	0	0	0	0	0
LOC129405870	0	0	0	0	0	0	0	0
LOC129405871	0	0	0	0	0	0	0	0
LOC129405872	0	0	0	0	0	0	0	0
LOC129405873	0	0	0	0	0	0	0	0
LOC129405874	0	0	0	0	0	0	0	0
LOC129405875	0	0	0	0	0	0	0	0
LOC129405876	0	0	0	0	0	0	0	0
LOC129405877	0	0	0	0	0	0	0	0
LOC129405878	0	0	0	0	0	0	0	0
LOC129405879	0.483607	0.313203	0.238145	0.496103	0.306352	0	0.158355	0.350914
LOC129405881	0	0	0	0	0.157833	0	0.123263	0
LOC129405882	1.4658	2.94085	0	1.0274	2.37451	0.933837	1.38323	0
LOC129405883	0	0	0	0	0.134624	0	0	0
LOC129405884	0	0.0455466	0	0	0	0	0	0
LOC129405886	0	0	0	0	0	0	0	0
LOC129405891	0	0.263652	0	0.0924995	0.229221	0	0	0
LOC129405893	0.542389	0.711401	0.659182	0.60087	0.302637	0.33742	0.556068	0.613058
LOC129405894	0	0.0346392	0.0175762	0	0.0451895	0.0179992	0	0
LOC129405897	0.187679	1.17996	0.19447	1.38496	0.406619	0.251287	0.433272	0.274685
LOC129405898	0	0	0	0	0	0	0	0
LOC129405902	0	0	0	0	0	0	0	0
LOC129405903	2.86905	1.83164	1.13028	2.26951	1.14245	4.01014	2.49705	2.40998
LOC129405905	37.8281	31.4806	31.1783	34.7792	28.1581	32.5228	24.1935	24.396
LOC129405906	0.13161	0.127793	0.0647937	0.339042	0.166676	0	0	0.142608
LOC129405908	0	0	0	0	0	0	0	0
LOC129405909	3.01047	5.27182	2.35383	3.84563	1.14837	1.2602	2.43016	2.13577
LOC129405910	0	0	0	0	0	0	0	0
LOC129405912	24.5325	30.3059	22.419	27.0388	20.8298	17.5352	20.8868	17.3619
LOC129405914	13.1622	34.4568	17.7932	29.4295	5.35799	4.12297	10.3231	7.87972
LOC129405916	0	0	0	0	0.589341	0.567408	0.0912217	0
LOC129405917	0	0	0	0	0	0	0	0
LOC129405918	0	0	0	0	0	0	0	0
LOC129405919	0.610369	0.717009	0	0.528167	0.445407	0.565186	0.600986	0
LOC129405920	1.001873	2.096583	0.5991124249	2.30979128	0.966397	0.79813137	0.78501962	0.81873055
LOC129405921	0	0	0	0	0	0	0	0
LOC129405932	0	0	0	0	0	0	0	0
LOC129405933	0	0	0	0	0	0	0	0
LOC129405934	0	0	0	0	0	0	0	0
LOC129405940	9.96703	7.19192	1.35897	1.21972	3.11462	1.30348	7.0274	2.18839
LOC129405941	0	7.58163	0	6.89846	1.63831	0.859748	1.24371	0.460595
LOC129405942	0	0	0	0	0	0	0	0
LOC129405943	0	1.00141	1.5223	0.629758	0	0.105383	0	0
LOC129405945	0.0731083	0	0	0	0	0	0	0
LOC129405946	0	0	0.404323	0.836427	0.260126	0	0	0
LOC129405948	0	0	0	0	0	0	0	0
LOC129405949	0	0	0	0	0	0	0	0
LOC129405950	0.416967	0.405456	0.102714	0.608335	0	0	0	0
LOC129405951	0	0	0	0.201985	0	0	0	0
LOC129405953	0	0	0.0817794	0	0.612774	0.169282	0	0
LOC129405956	1.26876	2.98154	0.82321	2.37009	1.09048	1.57995	1.27355	1.08033
LOC129405960	0	0	0	0	0	0	0	0
LOC129405961	5.27574	4.33536	0	0.812128	1.35731	1.62738	4.71895	32.7978
LOC129405962	2.16964	1.40332	0.395447	1.37697	1.4746	3.25146	2.50326	8.03554
LOC129405964	6.45556	8.07732	3.40051	7.53178	3.53165	3.49462	2.61846	3.26816
LOC129405968	0	0	0	0	0	0	0	0
LOC129405969	0	0	0	0	0	0	0	0
LOC129405970	0	0	0	0	0	0	0	0
LOC129405971	0	0	0	0	0	0	0	0
LOC129405972	0	0	0	0	0	0	0	0
LOC129405973	0	0	0	0	0	0	0	0
LOC129405974	0	0	0	0	0	0	0	0
LOC129405975	0	0	0	0	0	0	0	0
LOC129405976	0	0	0	0	0	0	0	0
LOC129405977	0	0	0	0	0	0	0	0
LOC129405978	0	0	0	0	0	0	0	0
LOC129405979	0	0	0	0	0	0	0	0
LOC129405980	0	0	0	0	0	0	0	0
LOC129405981	0	0	0	0	0	0	0	0
LOC129405982	0	0	0	0	0	0	0	0
LOC129405983	0	0	0	0	0	0	0	0
LOC129405984	0	0	0	0	0	0	0	0
LOC129405985	0	0	0	0	0	0	0	0
LOC129405986	0	0	0	0	0	0	0	0
LOC129405987	0	0	0	0	0	0	0	0
LOC129405988	0	0	0	0	0	0	0	0
LOC129405989	0	0	0	0	0	0	0	0
LOC129405990	0	0	0	0	0	0	0	0
LOC129405991	0	0	0	0	0	0	0	0
LOC129405992	0	0	0	0	0	0	0	0
LOC129405993	0	0	0	0	0	0	0	0
LOC129405994	0	0	0	0	0	0	0	0
LOC129405995	0	0	0	0	0	0	0	0
LOC129405996	0	0	0	0	0	0	0	0
LOC129405997	0	0	0	0	0	0	0	0
LOC129405998	0	0	0	0	0	0	0	0
LOC129405999	0	0	0	0	0	0	0	0
LOC129406000	31.1717	102.656	48.2328	35.4681	18.8549	23.2451	14.5776	11.3695
LOC129406001	0	0	0	0	0	0	0	0
LOC129406003	0	0	0	0	0	0	0	0
LOC129406004	0	0	0	0	0	0	0	0
LOC129406006	0	0	0	0	0	0	0	0
LOC129406007	0	0	0	0	0	0	0	0
LOC129406008	0	0	0	0	0	0	0	0
LOC129406010	0	0	0	0	0	0	0	0
LOC129406011	0	0	0	0	0	0	0	0
LOC129406013	0	0	0	0	0	0	0	0
LOC129406016	0	0	0	0	0	0	0	0
LOC129406018	0	0	0	0	0	0	0	0
LOC129406019	0	0	0	0	0	0	0	0
LOC129406020	0	0	0	0	0	0	0	0
LOC129406021	0	0	0	0	0	0	0	0
LOC129406025	0.857854	1.6665	0.859565	0.814607	0	0.393969	0	0
LOC129406027	0	0	0	0	0	0	0	0
LOC129406030	0.622219	0.832432	0.543673	0.443242	0.196324	0.509889	0.188718	0.0833686
LOC129406031	0	0	0	0	0	0	0	0
LOC129406032	0	0	0	0	0	0	0	0
LOC129406033	0	0	0	0	0	0	0	0
LOC129406034	0	0	0	0	0	0	0	0
LOC129406035	0	0	0	0	0	0	0	0
LOC129406036	0	0	0	0	0	0	0	0
LOC129406037	0	0	0	0	0	0	0	0
LOC129406039	0	0	0	0	0	0	0	0
LOC129406040	0	0	0	0	0	0	0	0
LOC129406041	0	0	0	0	0	0	0	0
LOC129406042	0	0	0	0	0	0	0	0
LOC129406043	0	0	0	0	0	0	0	0
LOC129406044	0	0	0	0	0	0	0	0
LOC129406045	0	0	0	0	0	0	0	0
LOC129406046	0	0	0	0	0	0	0	0
LOC129406047	0	0	0	0.115755	0	0	0	0
LOC129406048	0	0	0	0	0	0	0	0
LOC129406049	0	0	0	0	0	0	0	0
LOC129406050	0	0	0	0	0	0	0	0
LOC129406051	0	0	0	0	0	0	0	0
LOC129406052	0	0	0	0	0	0	0	0
LOC129406053	0	0	0	0	0	0	0	0
LOC129406054	0	0	0	0	0	0	0	0
LOC129406055	0	0	0	0	0	0	0	0
LOC129406056	0	0	0	0	0	0	0	0
LOC129406057	0	0	0	0	0	0	0	0
LOC129406058	0	0	0	0	0	0	0	0
LOC129406059	0	0	0	0	0	0	0	0
LOC129406063	0	0	0	0	0	0	0	0
LOC129406064	91.5045	122.478	65.6882	102.381	71.8654	77.9337	89.7813	61.4973
LOC129406065	3.93248	6.84758	1.16378	3.0992	1.93528	4.58855	8.21237	2.84866
LOC129406066	2.36004	3.72847	3.30759	6.91934	5.19934	4.29238	4.70221	0.865272
LOC129406068	7.96007	19.5249	7.29649	14.3037	9.85242	11.0707	11.0053	6.77946
LOC129406070	13.9698	28.2582	20.3371	18.8859	45.7591	47.6884	43.4841	35.5567
LOC129406072	0.940343	2.64631	1.38842	1.51052	0.238057	1.80953	0.504247	0.303953
LOC129406073	0.14155	0.562561	0.291841	0.570543	0	0.290479	0	0
LOC129406074	0	0	0	0	0	0	0	0
LOC129406075	0	0	0	0	0	0	0	0
LOC129406076	0	0	0	0	2.08932	7.08381	0.524526	2.34504
LOC129406077	0	0	0	0	0	0	0	0
LOC129406078	0.2905008	0.365578	0.0931657	0.4528338	0.0931728	0.814597	0.255475	0.395028
LOC129406079	0.267876	1.08134	0.263489	1.98481	0	0.296066	0	0.31717
LOC129406081	0	0	0	0	0	0	0	0
LOC129406082	0	0	0	0	0	0	0	0
LOC129406084	0	0	0	0	0	0	0	0
LOC129406087	0	0	0	0	0	0	0	0
LOC129406089	0	0	0	0	0	0	0	0
LOC129406090	0	0	0	0	0	0	0	0
LOC129406091	0	0	0	0	0	0	0	0
LOC129406092	0.0317006	0.0307476	0	0	0	0.0320187	0.092406	0
LOC129406093	0.186117	0.271315	0.183338	0.570629	0.11794	0.475162	0.373804	0.103867
LOC129406095	0	2.27087	0	1.4688	0.802327	0.622474	0	0
LOC129406096	0	0	0	0	0	0	0	0
LOC129406097	0	0	0	0	0	0	0	0
LOC129406098	0	0	0	0	0	0	0	0
LOC129406099	0	0	0	0	0	0	0	0
